[7, 3, 3, 3, 4, 12, 11, 12, 12, 3, 7, 2, 7, 1, 6, 5, 12, 4, 5, 2, 4, 2, 8, 8, 9, 2, 4, 12, 12, 5, 10, 6, 5, 3, 2, 6, 2, 2, 2, 6]
[2, 3, 12, 2, 3, 12, 11, 12, 3, 3, 4, 12, 4, 7, 8, 5, 12, 5, 6, 4, 5, 4, 12, 1, 9, 2, 7, 7, 8, 2, 6, 2, 2, 5, 2, 6, 3, 10, 2, 6]
[7, 3, 3, 3, 4, 12, 11, 12, 12, 3, 7, 2, 7, 1, 6, 5, 12, 4, 5, 2, 4, 2, 8, 8, 9, 2, 4, 12, 12, 5, 10, 6, 5, 3, 2, 6, 2, 2, 2, 6]
[3, 2, 3, 3, 4, 12, 11, 12, 3, 2, 6, 4, 7, 1, 7, 5, 12, 4, 12, 4, 10, 2, 7, 8, 2, 6, 12, 5, 12, 5, 2, 8, 5, 2, 6, 2, 9, 3, 2, 6]
[3, 12, 4, 12, 4, 2, 3, 3, 12, 11, 4, 8, 1, 3, 12, 2, 6, 5, 5, 12, 5, 2, 7, 5, 12, 2, 7, 7, 8, 3, 6, 2, 4, 9, 6, 2, 2, 10, 2, 6]
[2, 3, 12, 2, 3, 12, 11, 12, 3, 3, 4, 12, 4, 7, 8, 5, 12, 5, 6, 4, 5, 4, 12, 1, 9, 2, 7, 7, 8, 2, 6, 2, 2, 5, 2, 6, 3, 10, 2, 6]
[3, 12, 4, 12, 4, 2, 3, 3, 12, 11, 4, 8, 1, 3, 12, 2, 6, 5, 5, 12, 5, 2, 7, 5, 12, 2, 7, 7, 8, 3, 6, 2, 4, 9, 6, 2, 2, 10, 2, 6]
[3, 12, 4, 12, 4, 2, 3, 3, 12, 11, 4, 8, 1, 3, 12, 2, 6, 5, 5, 12, 5, 2, 7, 5, 12, 2, 7, 7, 8, 3, 6, 2, 4, 9, 6, 2, 2, 10, 2, 6]
[2, 3, 12, 2, 3, 12, 11, 12, 3, 3, 4, 12, 4, 7, 8, 5, 12, 5, 6, 4, 5, 4, 12, 1, 9, 2, 7, 7, 8, 2, 6, 2, 2, 5, 2, 6, 3, 10, 2, 6]
[3, 2, 3, 3, 4, 12, 11, 12, 3, 2, 6, 4, 7, 1, 7, 5, 12, 4, 12, 4, 10, 2, 7, 8, 2, 6, 12, 5, 12, 5, 2, 8, 5, 2, 6, 2, 9, 3, 2, 6]
[3, 12, 4, 12, 4, 2, 3, 3, 12, 11, 4, 8, 1, 3, 12, 2, 6, 5, 5, 12, 5, 2, 7, 5, 12, 2, 7, 7, 8, 3, 6, 2, 4, 9, 6, 2, 2, 10, 2, 6]
[3, 12, 4, 12, 4, 2, 3, 3, 12, 11, 4, 8, 1, 3, 12, 2, 6, 5, 5, 12, 5, 2, 7, 5, 12, 2, 7, 7, 8, 3, 6, 2, 4, 9, 6, 2, 2, 10, 2, 6]
[3, 2, 3, 3, 4, 12, 11, 12, 3, 2, 6, 4, 7, 1, 7, 5, 12, 4, 12, 4, 10, 2, 7, 8, 2, 6, 12, 5, 12, 5, 2, 8, 5, 2, 6, 2, 9, 3, 2, 6]
[3, 12, 4, 12, 4, 2, 3, 3, 12, 11, 4, 8, 1, 3, 12, 2, 6, 5, 5, 12, 5, 2, 7, 5, 12, 2, 7, 7, 8, 3, 6, 2, 4, 9, 6, 2, 2, 10, 2, 6]
[7, 3, 3, 3, 4, 12, 11, 12, 12, 3, 7, 2, 7, 1, 6, 5, 12, 4, 5, 2, 4, 2, 8, 8, 9, 2, 4, 12, 12, 5, 10, 6, 5, 3, 2, 6, 2, 2, 2, 6]
[3, 12, 4, 12, 4, 2, 3, 3, 12, 11, 4, 8, 1, 3, 12, 2, 6, 5, 5, 12, 5, 2, 7, 5, 12, 2, 7, 7, 8, 3, 6, 2, 4, 9, 6, 2, 2, 10, 2, 6]
[7, 3, 3, 3, 4, 12, 11, 12, 12, 3, 7, 2, 7, 1, 6, 5, 12, 4, 5, 2, 4, 2, 8, 8, 9, 2, 4, 12, 12, 5, 10, 6, 5, 3, 2, 6, 2, 2, 2, 6]
[7, 3, 3, 3, 4, 12, 11, 12, 12, 3, 7, 2, 7, 1, 6, 5, 12, 4, 5, 2, 4, 2, 8, 8, 9, 2, 4, 12, 12, 5, 10, 6, 5, 3, 2, 6, 2, 2, 2, 6]
[3, 2, 3, 3, 4, 12, 11, 12, 3, 2, 6, 4, 7, 1, 7, 5, 12, 4, 12, 4, 10, 2, 7, 8, 2, 6, 12, 5, 12, 5, 2, 8, 5, 2, 6, 2, 9, 3, 2, 6]
[3, 2, 3, 3, 4, 12, 11, 12, 3, 2, 6, 4, 7, 1, 7, 5, 12, 4, 12, 4, 10, 2, 7, 8, 2, 6, 12, 5, 12, 5, 2, 8, 5, 2, 6, 2, 9, 3, 2, 6]
[7, 3, 3, 3, 4, 12, 11, 12, 12, 3, 7, 2, 7, 1, 6, 5, 12, 4, 5, 2, 4, 2, 8, 8, 9, 2, 4, 12, 12, 5, 10, 6, 5, 3, 2, 6, 2, 2, 2, 6]
[3, 2, 3, 3, 4, 12, 11, 12, 3, 2, 6, 4, 7, 1, 7, 5, 12, 4, 12, 4, 10, 2, 7, 8, 2, 6, 12, 5, 12, 5, 2, 8, 5, 2, 6, 2, 9, 3, 2, 6]
[3, 12, 4, 12, 4, 2, 3, 3, 12, 11, 4, 8, 1, 3, 12, 2, 6, 5, 5, 12, 5, 2, 7, 5, 12, 2, 7, 7, 8, 3, 6, 2, 4, 9, 6, 2, 2, 10, 2, 6]
[3, 12, 4, 12, 4, 2, 3, 3, 12, 11, 4, 8, 1, 3, 12, 2, 6, 5, 5, 12, 5, 2, 7, 5, 12, 2, 7, 7, 8, 3, 6, 2, 4, 9, 6, 2, 2, 10, 2, 6]
[7, 3, 3, 3, 4, 12, 11, 12, 12, 3, 7, 2, 7, 1, 6, 5, 12, 4, 5, 2, 4, 2, 8, 8, 9, 2, 4, 12, 12, 5, 10, 6, 5, 3, 2, 6, 2, 2, 2, 6]
[3, 12, 4, 12, 4, 2, 3, 3, 12, 11, 4, 8, 1, 3, 12, 2, 6, 5, 5, 12, 5, 2, 7, 5, 12, 2, 7, 7, 8, 3, 6, 2, 4, 9, 6, 2, 2, 10, 2, 6]
[3, 2, 3, 3, 4, 12, 11, 12, 3, 2, 6, 4, 7, 1, 7, 5, 12, 4, 12, 4, 10, 2, 7, 8, 2, 6, 12, 5, 12, 5, 2, 8, 5, 2, 6, 2, 9, 3, 2, 6]
[3, 2, 3, 3, 4, 12, 11, 12, 3, 2, 6, 4, 7, 1, 7, 5, 12, 4, 12, 4, 10, 2, 7, 8, 2, 6, 12, 5, 12, 5, 2, 8, 5, 2, 6, 2, 9, 3, 2, 6]
[3, 12, 4, 12, 4, 2, 3, 3, 12, 11, 4, 8, 1, 3, 12, 2, 6, 5, 5, 12, 5, 2, 7, 5, 12, 2, 7, 7, 8, 3, 6, 2, 4, 9, 6, 2, 2, 10, 2, 6]
[2, 3, 12, 2, 3, 12, 11, 12, 3, 3, 4, 12, 4, 7, 8, 5, 12, 5, 6, 4, 5, 4, 12, 1, 9, 2, 7, 7, 8, 2, 6, 2, 2, 5, 2, 6, 3, 10, 2, 6]
[3, 2, 3, 3, 4, 12, 11, 12, 3, 2, 6, 4, 7, 1, 7, 5, 12, 4, 12, 4, 10, 2, 7, 8, 2, 6, 12, 5, 12, 5, 2, 8, 5, 2, 6, 2, 9, 3, 2, 6]
[3, 2, 3, 3, 4, 12, 11, 12, 3, 2, 6, 4, 7, 1, 7, 5, 12, 4, 12, 4, 10, 2, 7, 8, 2, 6, 12, 5, 12, 5, 2, 8, 5, 2, 6, 2, 9, 3, 2, 6]
[7, 3, 3, 3, 4, 12, 11, 12, 12, 3, 7, 2, 7, 1, 6, 5, 12, 4, 5, 2, 4, 2, 8, 8, 9, 2, 4, 12, 12, 5, 10, 6, 5, 3, 2, 6, 2, 2, 2, 6]
[7, 3, 3, 3, 4, 12, 11, 12, 12, 3, 7, 2, 7, 1, 6, 5, 12, 4, 5, 2, 4, 2, 8, 8, 9, 2, 4, 12, 12, 5, 10, 6, 5, 3, 2, 6, 2, 2, 2, 6]
[7, 3, 3, 3, 4, 12, 11, 12, 12, 3, 7, 2, 7, 1, 6, 5, 12, 4, 5, 2, 4, 2, 8, 8, 9, 2, 4, 12, 12, 5, 10, 6, 5, 3, 2, 6, 2, 2, 2, 6]
[3, 2, 3, 3, 4, 12, 11, 12, 3, 2, 6, 4, 7, 1, 7, 5, 12, 4, 12, 4, 10, 2, 7, 8, 2, 6, 12, 5, 12, 5, 2, 8, 5, 2, 6, 2, 9, 3, 2, 6]
[3, 2, 3, 3, 4, 12, 11, 12, 3, 2, 6, 4, 7, 1, 7, 5, 12, 4, 12, 4, 10, 2, 7, 8, 2, 6, 12, 5, 12, 5, 2, 8, 5, 2, 6, 2, 9, 3, 2, 6]
[3, 12, 4, 12, 4, 2, 3, 3, 12, 11, 4, 8, 1, 3, 12, 2, 6, 5, 5, 12, 5, 2, 7, 5, 12, 2, 7, 7, 8, 3, 6, 2, 4, 9, 6, 2, 2, 10, 2, 6]
[3, 12, 4, 12, 4, 2, 3, 3, 12, 11, 4, 8, 1, 3, 12, 2, 6, 5, 5, 12, 5, 2, 7, 5, 12, 2, 7, 7, 8, 3, 6, 2, 4, 9, 6, 2, 2, 10, 2, 6]
[3, 12, 4, 12, 4, 2, 3, 3, 12, 11, 4, 8, 1, 3, 12, 2, 6, 5, 5, 12, 5, 2, 7, 5, 12, 2, 7, 7, 8, 3, 6, 2, 4, 9, 6, 2, 2, 10, 2, 6]
[2, 3, 12, 2, 3, 12, 11, 12, 3, 3, 4, 12, 4, 7, 8, 5, 12, 5, 6, 4, 5, 4, 12, 1, 9, 2, 7, 7, 8, 2, 6, 2, 2, 5, 2, 6, 3, 10, 2, 6]
[3, 2, 3, 3, 4, 12, 11, 12, 3, 2, 6, 4, 7, 1, 7, 5, 12, 4, 12, 4, 10, 2, 7, 8, 2, 6, 12, 5, 12, 5, 2, 8, 5, 2, 6, 2, 9, 3, 2, 6]
[7, 3, 3, 3, 4, 12, 11, 12, 12, 3, 7, 2, 7, 1, 6, 5, 12, 4, 5, 2, 4, 2, 8, 8, 9, 2, 4, 12, 12, 5, 10, 6, 5, 3, 2, 6, 2, 2, 2, 6]
[2, 3, 12, 2, 3, 12, 11, 12, 3, 3, 4, 12, 4, 7, 8, 5, 12, 5, 6, 4, 5, 4, 12, 1, 9, 2, 7, 7, 8, 2, 6, 2, 2, 5, 2, 6, 3, 10, 2, 6]
[2, 3, 12, 2, 3, 12, 11, 12, 3, 3, 4, 12, 4, 7, 8, 5, 12, 5, 6, 4, 5, 4, 12, 1, 9, 2, 7, 7, 8, 2, 6, 2, 2, 5, 2, 6, 3, 10, 2, 6]
[3, 2, 3, 3, 4, 12, 11, 12, 3, 2, 6, 4, 7, 1, 7, 5, 12, 4, 12, 4, 10, 2, 7, 8, 2, 6, 12, 5, 12, 5, 2, 8, 5, 2, 6, 2, 9, 3, 2, 6]
[3, 12, 4, 12, 4, 2, 3, 3, 12, 11, 4, 8, 1, 3, 12, 2, 6, 5, 5, 12, 5, 2, 7, 5, 12, 2, 7, 7, 8, 3, 6, 2, 4, 9, 6, 2, 2, 10, 2, 6]
[7, 3, 3, 3, 4, 12, 11, 12, 12, 3, 7, 2, 7, 1, 6, 5, 12, 4, 5, 2, 4, 2, 8, 8, 9, 2, 4, 12, 12, 5, 10, 6, 5, 3, 2, 6, 2, 2, 2, 6]
[3, 2, 3, 3, 4, 12, 11, 12, 3, 2, 6, 4, 7, 1, 7, 5, 12, 4, 12, 4, 10, 2, 7, 8, 2, 6, 12, 5, 12, 5, 2, 8, 5, 2, 6, 2, 9, 3, 2, 6]
[7, 3, 3, 3, 4, 12, 11, 12, 12, 3, 7, 2, 7, 1, 6, 5, 12, 4, 5, 2, 4, 2, 8, 8, 9, 2, 4, 12, 12, 5, 10, 6, 5, 3, 2, 6, 2, 2, 2, 6]
[7, 3, 3, 3, 4, 12, 11, 12, 12, 3, 7, 2, 7, 1, 6, 5, 12, 4, 5, 2, 4, 2, 8, 8, 9, 2, 4, 12, 12, 5, 10, 6, 5, 3, 2, 6, 2, 2, 2, 6]
[3, 2, 3, 3, 4, 12, 11, 12, 3, 2, 6, 4, 7, 1, 7, 5, 12, 4, 12, 4, 10, 2, 7, 8, 2, 6, 12, 5, 12, 5, 2, 8, 5, 2, 6, 2, 9, 3, 2, 6]
[2, 3, 12, 2, 3, 12, 11, 12, 3, 3, 4, 12, 4, 7, 8, 5, 12, 5, 6, 4, 5, 4, 12, 1, 9, 2, 7, 7, 8, 2, 6, 2, 2, 5, 2, 6, 3, 10, 2, 6]
[2, 3, 12, 2, 3, 12, 11, 12, 3, 3, 4, 12, 4, 7, 8, 5, 12, 5, 6, 4, 5, 4, 12, 1, 9, 2, 7, 7, 8, 2, 6, 2, 2, 5, 2, 6, 3, 10, 2, 6]
[3, 12, 4, 12, 4, 2, 3, 3, 12, 11, 4, 8, 1, 3, 12, 2, 6, 5, 5, 12, 5, 2, 7, 5, 12, 2, 7, 7, 8, 3, 6, 2, 4, 9, 6, 2, 2, 10, 2, 6]
[3, 12, 4, 12, 4, 2, 3, 3, 12, 11, 4, 8, 1, 3, 12, 2, 6, 5, 5, 12, 5, 2, 7, 5, 12, 2, 7, 7, 8, 3, 6, 2, 4, 9, 6, 2, 2, 10, 2, 6]
[7, 3, 3, 3, 4, 12, 11, 12, 12, 3, 7, 2, 7, 1, 6, 5, 12, 4, 5, 2, 4, 2, 8, 8, 9, 2, 4, 12, 12, 5, 10, 6, 5, 3, 2, 6, 2, 2, 2, 6]
[3, 12, 4, 12, 4, 2, 3, 3, 12, 11, 4, 8, 1, 3, 12, 2, 6, 5, 5, 12, 5, 2, 7, 5, 12, 2, 7, 7, 8, 3, 6, 2, 4, 9, 6, 2, 2, 10, 2, 6]
[3, 12, 4, 12, 4, 2, 3, 3, 12, 11, 4, 8, 1, 3, 12, 2, 6, 5, 5, 12, 5, 2, 7, 5, 12, 2, 7, 7, 8, 3, 6, 2, 4, 9, 6, 2, 2, 10, 2, 6]
[3, 2, 3, 3, 4, 12, 11, 12, 3, 2, 6, 4, 7, 1, 7, 5, 12, 4, 12, 4, 10, 2, 7, 8, 2, 6, 12, 5, 12, 5, 2, 8, 5, 2, 6, 2, 9, 3, 2, 6]
[3, 2, 3, 3, 4, 12, 11, 12, 3, 2, 6, 4, 7, 1, 7, 5, 12, 4, 12, 4, 10, 2, 7, 8, 2, 6, 12, 5, 12, 5, 2, 8, 5, 2, 6, 2, 9, 3, 2, 6]
[3, 12, 4, 12, 4, 2, 3, 3, 12, 11, 4, 8, 1, 3, 12, 2, 6, 5, 5, 12, 5, 2, 7, 5, 12, 2, 7, 7, 8, 3, 6, 2, 4, 9, 6, 2, 2, 10, 2, 6]
[7, 3, 3, 3, 4, 12, 11, 12, 12, 3, 7, 2, 7, 1, 6, 5, 12, 4, 5, 2, 4, 2, 8, 8, 9, 2, 4, 12, 12, 5, 10, 6, 5, 3, 2, 6, 2, 2, 2, 6]
[3, 12, 4, 12, 4, 2, 3, 3, 12, 11, 4, 8, 1, 3, 12, 2, 6, 5, 5, 12, 5, 2, 7, 5, 12, 2, 7, 7, 8, 3, 6, 2, 4, 9, 6, 2, 2, 10, 2, 6]
[7, 3, 3, 3, 4, 12, 11, 12, 12, 3, 7, 2, 7, 1, 6, 5, 12, 4, 5, 2, 4, 2, 8, 8, 9, 2, 4, 12, 12, 5, 10, 6, 5, 3, 2, 6, 2, 2, 2, 6]
[2, 3, 12, 2, 3, 12, 11, 12, 3, 3, 4, 12, 4, 7, 8, 5, 12, 5, 6, 4, 5, 4, 12, 1, 9, 2, 7, 7, 8, 2, 6, 2, 2, 5, 2, 6, 3, 10, 2, 6]
[2, 3, 12, 2, 3, 12, 11, 12, 3, 3, 4, 12, 4, 7, 8, 5, 12, 5, 6, 4, 5, 4, 12, 1, 9, 2, 7, 7, 8, 2, 6, 2, 2, 5, 2, 6, 3, 10, 2, 6]
